"Prize Name","Contributor","Minimum Bid","Game Span","Category","Image","Winner","Winner URL"
"Legend of the Hero &amp; Art Prints","Fangamer &amp; Kari Fry","$10.00","The Legend of Zelda 100% No Up+A 3-Way Race","None","None","Anonymous","Anonymous"
"Legend of Zelda Trinity Lapel Pin","Fangamer","$5.00","The Legend of Zelda 100% No Up+A 3-Way Race","None","https://i.imgur.com/ghH3fif.png","H..., Gary (Gary Hudson)","https://gamesdonequick.com//tracker/donor/353/22"
"Limited edition Gold Legend of Zelda Vinyl Soundtrack","Ken","$10.00","The Legend of Zelda 100% No Up+A 3-Way Race","None","https://imgur.com/TxYY28L","Anonymous","Anonymous"
"Sheik Amiibo","Bentoch","$10.00","The Legend of Zelda 100% No Up+A 3-Way Race","None","None","Starshadow17","https://gamesdonequick.com//tracker/donor/33416/22"
"Triforce Heroes Bookmark 2","NelmaThyria","$5.00","The Legend of Zelda 100% No Up+A 3-Way Race","None","http://dzasv7x7a867v.cloudfront.net/product_photos/38322135/triforce_20heroes_20bookmark_original.jpg","Anonymous","Anonymous"
"SADES Knight Pro gaming headset","SADES USA","$20.00","Mass Effect Any% -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","None","Anonymous","Anonymous"
"Crocheted Hearthstone","Carrille","$5.00","Warcraft III: Reign of Chaos Human Campaign -> Diablo Any% Level 1 Sorcerer","None","https://imgur.com/a/dT0cc","Kelchan","https://gamesdonequick.com//tracker/donor/318777/22"
"Bandai Namco Prize Pack","Bandai Namco","$120.00","Dark Souls 3 Any% No Teardrop -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","None","Anonymous","Anonymous"
"Breath of the Wild The Complete Official Guide","e_mister","$30.00","Dark Souls 3 Any% No Teardrop -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","https://i.imgur.com/K0cilJu.png","Sabrina95","https://gamesdonequick.com//tracker/donor/322534/22"
"SADES Antenna Plus 7.1 Gaming Headset","SADES USA","$25.00","Dark Souls 3 Any% No Teardrop -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","None","Jelly36","https://gamesdonequick.com//tracker/donor/373788/22"
"SNES Classic","e_mister","$25.00","Dark Souls 3 Any% No Teardrop -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","None","CMM1215","https://gamesdonequick.com//tracker/donor/13374/22"
"Falcon","Studio Pen Pen","$10.00","Final Fantasy IV any% no CW","None","https://imgur.com/bMEYHuP","Anonymous","Anonymous"
"&quot;Press Start to Translate&quot; book","Fangamer &amp; Legends of Localization","$10.00","Final Fantasy IV any% no CW -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","https://i.imgur.com/aOvb0Gb.png","c2yoshi","https://gamesdonequick.com//tracker/donor/349394/22"
"The Journey Begins","Dotdecor","$30.00","Final Fantasy IV any% no CW","None","https://www.instagram.com/p/Bb5-7vlF1_n/?taken-by=dotdecor","EagleEyedPanda","https://gamesdonequick.com//tracker/donor/356262/22"
"Zeal","Studio Pen Pen","$15.00","Final Fantasy IV any% no CW"," None","https://imgur.com/IxB6wSV","Matt Toews","https://gamesdonequick.com//tracker/donor/50080/22"
"11x18 hand burned Zelda map wood cutting board","natecallart","$25.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","http://s1318.photobucket.com/user/natecallart/media/zelda%20map%20cutting%20board_zpssp90cgpi.jpg.html?sort=3&amp;o=0","Delalande, K\xef\xbf\xbdvin ([FR] CaptainKake)","https://gamesdonequick.com//tracker/donor/27893/22"
"Attack Link 3D Perler Figure","YoshioKun13","$10.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","http://bit.ly/2CkL7nn","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Breath of the Wild Oil on Canvas","Connor Lapiska","$25.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","None","Beardrax","https://gamesdonequick.com//tracker/donor/355027/22"
"Hestu Plushie","Eyes5","$35.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","http://www.metroidhat.com/gallery/hestu01.jpg","Bomber Owl","https://gamesdonequick.com//tracker/donor/364686/22"
"Hyrule - Dark World","Studio Pen Pen","$10.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","https://imgur.com/s63EYlD","HS024","https://gamesdonequick.com//tracker/donor/344520/22"
"Hyrule - Light World","Studio Pen Pen","$10.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","https://imgur.com/mpHwzL7","erbby","https://gamesdonequick.com//tracker/donor/367235/22"
"Link to the Past Perler Trophy","ALTTP Randomizer Community","$10.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race","None","None","Rush","https://gamesdonequick.com//tracker/donor/21211/22"
"LttP Randomizer Shirt/Hoodie","ALTTP Randomizer Community","$15.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race","None","None","Anonymous","Anonymous"
"Signed Revali Amiibo","Sean Chiplock","$15.00","The Legend of Zelda: A Link to the Past Randomizer, No Glitches, Open Mode Race -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","https://i.imgur.com/PfCuFR6.png","Anonymous","Anonymous"
"Super Mario World Plush OOOOOOOOOOOORB","iggyzig","$5.00","Super Mario World No Cape, No Star World Race -> The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","https://imgur.com/a/F3sKY","CervixPounder","https://gamesdonequick.com//tracker/donor/345372/22"
"Master Sword Etched Pint Glass","The ArtisTree","$5.00","The Legend of Zelda: Breath of the Wild All Main Quests (No Amiibo)","None","https://www.etsy.com/listing/476330754/master-sword-zelda-pint-glass?ga_search_query=zelda&amp;ref=shop_items_search_1","WhatIsThatThing","https://gamesdonequick.com//tracker/donor/2091/22"
