"Prize Name","Contributor","Minimum Bid","Game Span","Category","Image","Winner","Winner URL"
"Breath of the Wild Crossover painting - &quot;Legend of Hearts&quot;","Genel Jumalon","$15.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://i.imgur.com/JAwGnVv.jpg","Razelgaad","https://gamesdonequick.com//tracker/donor/21906/23"
"Dark Souls I - Exclusive Double LP","ThinkGeek","$15.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://imgur.com/m3POLs7.png","Kenneth Watka","https://gamesdonequick.com//tracker/donor/44224/23"
"Divinity: Original Sin 2 Embroidery","Threadmancer Embroidery","$15.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://imgur.com/a/Gc4LNYo","Thebairs","https://gamesdonequick.com//tracker/donor/383898/23"
"Legends of Localization complete collection","Legends of Localization","$20.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://imgur.com/VYIgQ3w.png","Drakke","https://gamesdonequick.com//tracker/donor/378056/23"
"Makar Korok Etched Pint Glass","The ArtisTree Shop","$5.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://www.etsy.com/listing/541023292/korok-makar-etched-glass?ga_search_query=zelda&amp;ref=shop_items_search_10","Anonymous","Anonymous"
"Solaire Perler","Cake_","$10.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://imgur.com/9HeHCwg.png","Z Powers","https://gamesdonequick.com//tracker/donor/384210/23"
"Temple of Time Watercolor Painting","Rektech.exe","$20.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","https://static1.squarespace.com/static/55df5583e4b050ba3c145d62/5a711f70f9619acaaa849512/5af0c218562fa7c6f4bddc8f/1525728424563/temple_of_time_isometric_watercolor_jesickahh.jpg?format=1500w","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Windwaker Link Plushie","Anonymous","$5.00","Kingdom Hearts HD 1.5 ReMix (KH1FM) Any% (Level 1 Proud Mode) -> TASBot plays F-Zero GX by talented authors TASBot%","None","http://i65.tinypic.com/sl4qgy.jpg","Hyrulestateofmind","https://gamesdonequick.com//tracker/donor/383393/23"
"Field Guide to Kanto book, signed","Kari Fry","$5.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://cdn.shopify.com/s/files/1/0014/1962/products/kantofieldguide_hardback_1024x1024.jpg","Myzlstyx","https://gamesdonequick.com//tracker/donor/296899/23"
"Gyarados Hat","Marisha Alexander","$20.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://imgur.com/a/k4XRcri","DestroyerOfDonuts","https://gamesdonequick.com//tracker/donor/350015/23"
"Hob sprite plush","halfcoordinated","$25.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://imgur.com/a/eRo5ajk","PKCGHYWFMGYD9d2","https://gamesdonequick.com//tracker/donor/384413/23"
"MissingNo Plushie 2","steelfeather","$15.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://i.imgur.com/jkJYAH4.png","Kaycee and Doug","https://gamesdonequick.com//tracker/donor/358229/23"
"Nidoking Perler","ESVLB Designs","$5.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://imgur.com/o6rEJLm.png","Joneth","https://gamesdonequick.com//tracker/donor/356619/23"
"Pikachu Doodle Painting","PuzzlePea","$15.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://imgur.com/a/96xEUUg","Anonymous","Anonymous"
"Pokemon Gold Title Screen Perler","Count Gooby","$20.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://imgur.com/a/yFyOCnX","Myon255","https://gamesdonequick.com//tracker/donor/43026/23"
"Pokemon Perler Set","Count Gooby","$5.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> <a href="/tracker/run/3105">","None","https://drive.google.com/drive/folders/19bgsT3lG80IA45-JN5DdjtzCrnlJmfpw?usp=sharing","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Pok\xc3\xa9mon &quot;Rare Candy&quot; Bottle Charms","Amy Cubbedge","$10.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://drive.google.com/file/d/1Tw7agQpZTWq7jgAYyktWP6cDL8YwnboV/view?usp=drivesdk","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"Pokemon Silver Title Screen Perler","Count Gooby","$20.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://drive.google.com/drive/folders/1gltOTlX-VwgW7R0mzileC8nuy36slX8P?usp=sharing","Naley Blue","https://gamesdonequick.com//tracker/donor/369882/23"
"SGDQ 2018 Banner - Rainbow Run","GamesDoneQuick"," $50.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> FINALE post-GDQ blues","None","None","Nate156","https://gamesdonequick.com//tracker/donor/384802/23"
"Signed Hob Posters","Perfect World Entertainment","$15.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://imgur.com/s7FcPFQ.png","Pwnninja221","https://gamesdonequick.com//tracker/donor/384455/23"
"Snorlax Bean Bag Chair","ThinkGeek","$20.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","None","Alex from Texas","https://gamesdonequick.com//tracker/donor/344850/23"
"Star Wars Geeki Tikis","ThinkGeek","$10.00","Pokemon Yellow/Red Any% Glitchless 2 Games 1 Controller -> I Am Bread Bagel Race","None","https://imgur.com/fkr5Lql.png","Anonymous","Anonymous"
"16-Bit Crash","Peachstonesfw@gmail.com","$5.00","Ratchet: Deadlocked NG+ No EGS -> Kirby&#39;s Adventure 100% No Major Glitches","None","None","modnar","https://gamesdonequick.com//tracker/donor/337579/23"
"Kirby Doodle Painting","PuzzlePea","$15.00","Ratchet: Deadlocked NG+ No EGS -> Kirby&#39;s Adventure 100% No Major Glitches","None","https://imgur.com/a/VxCFeZA","Anonymous","Anonymous"
"Kirby&#39;s Adventure World 1 Print","Studio Pen Pen","$10.00","Ratchet: Deadlocked NG+ No EGS -> Kirby&#39;s Adventure 100% No Major Glitches","None","https://www.etsy.com/listing/548819148/kirby-world-1-limited-edition-archival?ref=shop_home_active_9","Anonymous","Anonymous"
"Playstation Messenger Bag","NESJumpman","$10.00","Ratchet: Deadlocked NG+ No EGS -> Kirby&#39;s Adventure 100% No Major Glitches","None","https://imgur.com/a/yfUxtxf","OldWhovian","https://gamesdonequick.com//tracker/donor/316391/23"
"Cappy Hair Clip","Kiki&#39;s Custom Creations","$5.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","http://kikiscustomcreations.ipage.com/images/Gallery/20180530_212316.jpg","Budai","https://gamesdonequick.com//tracker/donor/326661/23"
"Crocheted Moogle","TurtlesOfTheHeart","$10.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://imgur.com/a/yRZgRcH","Anonymous","Anonymous"
"Dark Link Painting","Stine Fredheim","$15.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","http://imgur.com/ZwLimnc","Patrick142","https://gamesdonequick.com//tracker/donor/385696/23"
"Demon Chocobo Poster","iggyzig","$10.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://imgur.com/a/7qrNTNn","Anonymous","Anonymous"
"Esper Terra Acrylic Standee","SchalaKitty","$15.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://imgur.com/a/Rz2Ox30","Anonymous","Anonymous"
"FF6 Opera house Print","careko","$10.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://sta.sh/06czyq4lp0z","drewbarbs","https://gamesdonequick.com//tracker/donor/311676/23"
"FF6 Ultros Keychain","careko","$5.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://sta.sh/0iahjgcxx9y","Mr. &amp; Mrs. Koshka","https://gamesdonequick.com//tracker/donor/344308/23"
"FFVI Character Perler Sprites","Tesserex","$5.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://imgur.com/a/hbZMnAQ","td>\nNone\","https://gamesdonequick.com/<td>\nNone\"
"FFVI Glassware","The ArtisTree Shop","$10.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://www.etsy.com/listing/606347836/fat-chocobo-etched-pint-glass?ref=shop_home_active_1","JD205","https://gamesdonequick.com//tracker/donor/358422/23"
"Final Fantasy 6 - World of Balance &amp; Ruin Prints","Studio Pen Pen","$10.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://www.etsy.com/listing/286620733/final-fantasy-vi-world-of-balance-world?ref=shop_home_active_6","Anonymous","Anonymous"
"Great Grey Wolf Sif Gicl\xc3\xa9e Print","Tiama","$30.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://imgur.com/a/TyPfY","Anonymous","Anonymous"
"Handmade Sans Statue (Do You Wanna Have A Bad Time?)","Jayce Thoyre","$50.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://www.instagram.com/p/BkX1MekgsNv/?taken-by=notenoughnaan","Anonymous","Anonymous"
"Mog Watercolor Print","Studio Pen Pen","$5.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://www.etsy.com/listing/548816218/mog-limited-edition-archival-watercolor?ref=shop_home_active_24","Flyrain","https://gamesdonequick.com//tracker/donor/357190/23"
"N64 Zelda Speedrun Pack","Flurgandy","$25.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://flic.kr/s/aHskzgH9a2","Razgulian","https://gamesdonequick.com//tracker/donor/386248/23"
"Pixel Mario Quilt","so_much_to_sew","$15.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://www.instagram.com/p/Bj323cFFZFE/?taken-by=so_much_to_sew","Anonymous","Anonymous"
"Terra Magitek X-Stitch Keychain","powlette_","$5.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://imgur.com/a/PbQ7GUi","Shredster 7","https://gamesdonequick.com//tracker/donor/368424/23"
"UnderBuddies Set","Radjulon","$15.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://www.dropbox.com/sh/w2mb3rp49sxzutn/AADCixyAudOwjGAZct2Hna4Ha?dl=0","eternalkamikaze","https://gamesdonequick.com//tracker/donor/347203/23"
"Undertale group poster","careko","$10.00","New Super Mario Bros. 2 Warpless ->  FINALE post-GDQ blues","None","https://sta.sh/01wfor90eqws","Anonymous","Anonymous"
"Undertale MEGA plush combo","Toby Fox &amp; Fangamer","$20.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://imgur.com/SepEbSo.png","RoughBacon","https://gamesdonequick.com//tracker/donor/368965/23"
"Undertale Original Vinyl Soundtrack","iam8bit","$15.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://imgur.com/KKPPTvs.png","Jackiecello23","https://gamesdonequick.com//tracker/donor/306739/23"
"Undertale Perlers with stand","Nick Franklin","$5.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://photos.app.goo.gl/zEDiMXYYngZcuNOX2.png","Anonymous","Anonymous"
"Undertale Seven Human SOULs Paintings","iggyzig","$20.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","https://i.imgur.com/kTlmQHR.jpg","Tbonehavoc","https://gamesdonequick.com//tracker/donor/301148/23"
"Vivi plush","Ellen Kramer","$30.00","New Super Mario Bros. 2 Warpless -> FINALE post-GDQ blues","None","http://sewbro.tumblr.com/post/172673277103/vivi-plush-his-coat-is-made-of-bottomweight-a","Taxes143","https://gamesdonequick.com//tracker/donor/385938/23"
"Legend of the Hero book by Kari Fry","Kari Fry","$5.00","The Legend of Zelda: Ocarina of Time Bingo -> Super Mario Odyssey Any%","None","https://cdn.shopify.com/s/files/1/0014/1962/products/product_LotH_revised_photo4_1024x1024.png","Anonymous","Anonymous"
"8th Generation Console Bundle + Gaming PC","Games Done Quick","$150.00","None","None","None","Dusty101","https://gamesdonequick.com//tracker/donor/374994/23"
